simulation,period,total_sn,total_cost,layer_materials,layer_thicknesses,layer_sns,startover
4283,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4284,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4285,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4286,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4287,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4288,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4289,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4290,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4291,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4292,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4293,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4294,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4295,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4296,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4297,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4298,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4299,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4300,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4301,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4302,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4303,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4304,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4305,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4306,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4307,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4308,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4309,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4310,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4311,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4312,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4313,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4314,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4315,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4316,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4317,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4318,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4319,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4320,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4321,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4322,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4323,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4324,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4325,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4326,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4327,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4328,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4329,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4330,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4331,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4332,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4333,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4334,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4335,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4336,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4337,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4338,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4339,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4340,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4341,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4342,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4343,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4344,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4345,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4346,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4347,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4348,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4349,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4350,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4351,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4352,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4353,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4354,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4355,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4356,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4357,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4358,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4359,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4360,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4361,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4362,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4363,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4364,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4365,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4366,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4367,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4368,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4369,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4370,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4371,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4372,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4373,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4374,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4375,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4376,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4377,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4378,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4379,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4380,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4381,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4382,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4383,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4384,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
4385,0,4.53,61.00416666666667,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 5.0, 19.0]","[0.44, 0.44, 0.13, 0.1]",False
